"source_group","source_path","line","timestamp_utc","token","classification","exclude_reason","confidence","address_candidates","symbol_hints"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","860",,"0x01441BE0","new-candidate",,"medium","1441BE0;1041BE0;1841BE0","FhUtil"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","223",,"0xD323F8","new-candidate",,"medium","D323F8;9323F8;11323F8",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","54",,"0xF26AE8","new-candidate",,"medium","F26AE8;B26AE8;1326AE8",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1399",,"0x00D30B5C","new-candidate",,"medium","D30B5C;930B5C;1130B5C",""
"discord-compact",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json",,,"0x052433BA","new-candidate",,"medium","52433BA;4E433BA;56433BA","Fh"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Components/FarplaneTransition.cs","37",,"0xD30F2C","new-candidate",,"medium","D30F2C;930F2C;1130F2C",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2585",,"0x00CD0030","new-candidate",,"medium","CD0030;8D0030;10D0030",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1149",,"0x00D2C8A9","new-candidate",,"medium","D2C8A9;92C8A9;112C8A9",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","144",,"FUN_008B70E0","new-candidate",,"medium","8B70E0;4B70E0;CB70E0","FUN_008b70e0;__addr_FUN_008b70e0;FUN_008B70E0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2473",,"0x01000040","new-candidate",,"medium","1000040;C00040;1400040",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","415",,"0x00DA0BD0","new-candidate",,"medium","DA0BD0;9A0BD0;11A0BD0",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2058",,"0x0085A03C","new-candidate",,"medium","85A03C;45A03C;C5A03C",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","373",,"FUN_00A482D0","new-candidate",,"medium","A482D0;6482D0;E482D0","FUN_00a482d0;__addr_FUN_00a482d0;FUN_00A482D0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","865",,"0x01469ED8","new-candidate",,"medium","1469ED8;1069ED8;1869ED8","FhUtil"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2917",,"FUN_00A59E80","new-candidate",,"medium","A59E80;659E80;E59E80","FhUtil;FUN_00a59e80;FUN_00A59E80"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","666",,"FUN_00A49310","new-candidate",,"medium","A49310;649310;E49310","FhUtil;FUN_00a49310;__addr_FUN_00a49310;FUN_00A49310"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","918",,"0x88F820","new-candidate",,"medium","88F820;48F820;C8F820","FhUtil"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","695",,"FUN_00A47D50","new-candidate",,"medium","A47D50;647D50;E47D50","FhMethodHandle;FUN_00a47d50;__addr_FUN_00a47d50;FUN_00A47D50"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","623",,"FUN_00A5BAD0","new-candidate",,"medium","A5BAD0;65BAD0;E5BAD0","FhUtil;FUN_00a5bad0;__addr_FUN_00a5bad0;FUN_00A5BAD0"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","255",,"0xD2CC7F","new-candidate",,"medium","D2CC7F;92CC7F;112CC7F",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2290",,"0x0147151C","new-candidate",,"medium","147151C;107151C;187151C",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","886",,"0x1685F70","new-candidate",,"medium","1685F70;1285F70;1A85F70","FhUtil"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","5200",,"0xD35F0C","new-candidate",,"medium","D35F0C;935F0C;1135F0C",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","648",,"FUN_00A59950","new-candidate",,"medium","A59950;659950;E59950","FhUtil;FUN_00a59950;__addr_FUN_00a59950;FUN_00A59950"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","243",,"0xD2CE7D","new-candidate",,"medium","D2CE7D;92CE7D;112CE7D",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2107",,"0x657040","new-candidate",,"medium","657040;257040;A57040","FhUtil;FUN_00a57040"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","312",,"0x85A068","new-candidate",,"medium","85A068;45A068;C5A068",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2136",,"0x01640030","new-candidate",,"medium","1640030;1240030;1A40030",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","135",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","450",,"FUN_00A5A360","new-candidate",,"medium","A5A360;65A360;E5A360","FUN_00a5a360;FUN_00A5A360"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","473",,"0x645870","new-candidate",,"medium","645870;245870;A45870","__addr_abmap_get_chr_point"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","143",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","28",,"0xD37B80","new-candidate",,"medium","D37B80;937B80;1137B80",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","520",,"0x6560D0","new-candidate",,"medium","6560D0;2560D0;A560D0","__addr_FUN_00a560d0"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","161",,"0xD2C256","new-candidate",,"medium","D2C256;92C256;112C256",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1978",,"0x00F3D1C0","new-candidate",,"medium","F3D1C0;B3D1C0;133D1C0",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1972",,"0x001467E22","new-candidate",,"medium","1467E22;1067E22;1867E22",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","233",,"0x645FD0","new-candidate",,"medium","645FD0;245FD0;A45FD0","__addr_FUN_00a45fd0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","430",,"0xD307FD","new-candidate",,"medium","D307FD;9307FD;11307FD",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2912",,"0x80000004","new-candidate",,"medium","80000004;7FC00004;80400004",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/X2TurnBased_module-e30181b1a2a3f1d5.cs","87",,"FUN_6401C0","new-candidate",,"medium","6401C0;2401C0;A401C0","FUN_6401C0"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","128",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","193",,"0xD32080","new-candidate",,"medium","D32080;932080;1132080",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2465",,"FUN_00A4F250","new-candidate",,"medium","A4F250;64F250;E4F250","FhUtil;FUN_00a4f250;FUN_00A4F250"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","651",,"FUN_00A48D70","new-candidate",,"medium","A48D70;648D70;E48D70","FhUtil;FUN_00a48d70;__addr_FUN_00a48d70;FUN_00A48D70"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","976",,"0x00D307E9","new-candidate",,"medium","D307E9;9307E9;11307E9",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","670",,"FUN_00A482D0","new-candidate",,"medium","A482D0;6482D0;E482D0","FhUtil;FUN_00a482d0;__addr_FUN_00a482d0;FUN_00A482D0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","314",,"0x014408AC","new-candidate",,"medium","14408AC;10408AC;18408AC",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/Character7-693244e13fb825c5.cs","9",,"FUN_008A8EF0","new-candidate",,"medium","8A8EF0;4A8EF0;CA8EF0","FUN_008a8ef0;FUN_008A8EF0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","854",,"0x00D3235C","new-candidate",,"medium","D3235C;93235C;113235C",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","958",,"0x00D307ED","new-candidate",,"medium","D307ED;9307ED;11307ED",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","984",,"0x00D307ED","new-candidate",,"medium","D307ED;9307ED;11307ED",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","142",,"FUN_008B70E0","new-candidate",,"medium","8B70E0;4B70E0;CB70E0","FUN_008b70e0;FUN_008B70E0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1826",,"0x0012BEB7C","new-candidate",,"medium","12BEB7C;EBEB7C;16BEB7C",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/damageReworks-0e9da96560a505dd.cs","57",,"0x38AE00","new-candidate",,"medium","38AE00;78AE00","FhMethodHandle"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","529",,"FUN_00A57F80","new-candidate",,"medium","A57F80;657F80;E57F80","FUN_00a57f80;FUN_00A57F80"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","346",,"FUN_00A5A2E0","new-candidate",,"medium","A5A2E0;65A2E0;E5A2E0","FUN_00a5a2e0;FUN_00A5A2E0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","408",,"0x385330","new-candidate",,"medium","385330;785330","__addr_MsGetSaveInParty"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","3307",,"0x659E80","new-candidate",,"medium","659E80;259E80;A59E80","FhUtil;FUN_00a59e80"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","93",,"FUN_00A5BAD0","new-candidate",,"medium","A5BAD0;65BAD0;E5BAD0","FUN_00a5bad0;__addr_FUN_00a5bad0;FUN_00A5BAD0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","846",,"0x00D3210C","new-candidate",,"medium","D3210C;93210C;113210C",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","83",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/research/FFX_TAS_Python/tools/rng_mod_patch.py","20",,"0x397CA4","new-candidate",,"medium","397CA4;797CA4",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","178",,"0xD322D8","new-candidate",,"medium","D322D8;9322D8;11322D8",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","4608",,"0x008E72DC","new-candidate",,"medium","8E72DC;4E72DC;CE72DC",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/OverdriveModes-eb9e5c84c3aebc61.cs","93",,"FUN_007B10D0","new-candidate",,"medium","7B10D0;3B10D0;BB10D0","FUN_007b10d0;FUN_007B10D0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","629",,"FUN_008B70E0","new-candidate",,"medium","8B70E0;4B70E0;CB70E0","FhUtil;FUN_008b70e0;__addr_FUN_008b70e0;FUN_008B70E0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/X2TurnBased_module-e30181b1a2a3f1d5.cs","44",,"0xDB7480","new-candidate",,"medium","DB7480;9B7480;11B7480",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","175",,"0xD3211C","new-candidate",,"medium","D3211C;93211C;113211C",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","219",,"0xD32360","new-candidate",,"medium","D32360;932360;1132360",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","176",,"FUN_00A572E0","new-candidate",,"medium","A572E0;6572E0;E572E0","FUN_00a572e0;FUN_00A572E0"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","116",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","198",,"FUN_00A57120","new-candidate",,"medium","A57120;657120;E57120","FUN_00a57120;__addr_FUN_00a57120;FUN_00A57120"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","554",,"FUN_00A59990","new-candidate",,"medium","A59990;659990;E59990","FhMethodHandle;FUN_00a59990;FUN_00A59990"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","368",,"FUN_00A563B0","new-candidate",,"medium","A563B0;6563B0;E563B0","FUN_00a563b0;__addr_FUN_00a563b0;FUN_00A563B0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2470",,"0x00D2CAC4","new-candidate",,"medium","D2CAC4;92CAC4;112CAC4",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2024",,"0x00D32097","new-candidate",,"medium","D32097;932097;1132097",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","924",,"0x00D307E8","new-candidate",,"medium","D307E8;9307E8;11307E8",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3172",,"0xD307FE","new-candidate",,"medium","D307FE;9307FE;11307FE",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","925",,"0x88F980","new-candidate",,"medium","88F980;48F980;C8F980","FhUtil"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2141",,"FUN_00A4F9E0","new-candidate",,"medium","A4F9E0;64F9E0;E4F9E0","FhUtil;FUN_00a4f9e0;FUN_00A4F9E0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","451",,"0x65A360","new-candidate",,"medium","65A360;25A360;A5A360","__addr_FUN_00a5a360"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","508",,"0x64C8D0","new-candidate",,"medium","64C8D0;24C8D0;A4C8D0","__addr_FUN_00a4c8d0"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","16",,"0xD2CA9C","new-candidate",,"medium","D2CA9C;92CA9C;112CA9C",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","102",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3380",,"0x00D30F2C","new-candidate",,"medium","D30F2C;930F2C;1130F2C",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","62",,"0x8CC898","new-candidate",,"medium","8CC898;4CC898;CCC898",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","923",,"0x88F960","new-candidate",,"medium","88F960;48F960;C8F960","FhUtil"
